Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[1, -3, -4], [2]]",7,9,0.5625,2,2,"[[1, -4, -3], [2]]","[[-4, -3, -1], [4], [1], [3]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9946808547491308,0.9285383584141934,21.62209723345085,296.30709860899526,203,197,40,25
"[[-3, 4], [3]]",4,12,0.75,2,1.5,"[[4], [3]]","[[-1], [1, -2], [-4], [-3]]",1.0,0.6875,1.0,1.0,1.0,1.0,0.6875,T+,T+,T+,0.9958196641116263,0.9211077152202742,17.037134732729697,321.52882472990905,119,281,23,36
"[[-3, 1], [-3, -1, -2], [-2, 1]]",8,8,0.5,3,2.3333333333333335,"[[-3, -2], [1, -3], [1, -2]]",[[]],1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9905383773673556,0.9766713188990882,26.045732153406725,84.71693595785044,233,167,17,7
"[[1, -4, 3], [-4, -3], [3, -1]]",6,10,0.625,3,2.3333333333333335,"[[3, -1], [-4]]","[[-2], [2]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9951547831024783,0.9249481887868578,19.62209723345085,318.7624537650122,177,223,35,28
"[[4, -1], [4, -1]]",12,4,0.75,2,2,"[[4, -1]]","[[2, -3], [-2], [3]]",1.0,0.25,0.25,1.0,1.0,1.0,0.25,T-,T+,T+,0.9966588980028138,0.9691589878983565,13.622097233450853,137.31190412968874,326,74,49,9
"[[1], [-2, 3, 4]]",7,9,0.5625,2,2,"[[3, 4, -2], [1]]","[[-4], [4]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9946735365664703,0.9287406909386577,21.62209723345085,309.6716075096603,188,212,38,27
"[[4], [-2, 4, -3]]",8,8,0.5,2,2,[[4]],"[[1, 2], [-1], [-2]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9973048126039851,0.9321784362632147,11.037134732729697,283.488507073171,225,175,37,25
"[[-4], [2], [3, -4, 1]]",4,12,0.75,3,1.6666666666666667,"[[2], [-4]]",[[]],1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.9958370287981909,0.9090457537625589,17.037134732729697,392.81904064849266,128,272,21,36
"[[4], [1], [1, -4, -2]]",4,12,0.75,3,1.6666666666666667,"[[1], [4]]","[[-2, -1], [3, -2], [2], [-4]]",1.0,0.6875,1.0,1.0,1.0,1.0,0.6875,T+,T+,T+,0.9958247863917403,0.912565149215513,17.037134732729697,356.7815860258029,122,278,21,40
"[[3], [2, -3, 1], [-1, -3]]",2,14,0.875,3,2,"[[-1], [3], [2]]","[[-2], [1], [-3]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.9926903390945833,0.9592761415416956,20.045732153406725,111.67953882833064,62,338,7,19
"[[-4], [-2, 3]]",6,10,0.625,2,1.5,"[[3, -2], [-4]]","[[2], [-2]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9951253954711451,0.9225870720130903,19.62209723345085,323.6158431096585,186,214,35,29
"[[-4, -3], [-4, 2]]",10,6,0.625,2,2,"[[-4, -3], [2, -4]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.9945242684177541,0.958588129180794,22.207059734172006,185.76617537424485,288,112,50,14
"[[-1, 2, -3], [4, 3]]",10,6,0.625,2,2.5,"[[3, 4], [2, -3, -1]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.9940844798784302,0.9613444195207308,35.04143344306821,178.5870994375291,261,139,45,13
"[[1, -2], [2], [-4, -1]]",2,14,0.875,3,1.6666666666666667,"[[-4], [1], [2]]","[[-2, -1], [4]]",1.0,0.5,1.0,1.0,1.0,1.0,0.5,T+,T+,T+,0.9942982806803526,0.9505949575000964,23.286545940904745,201.77646905942964,74,326,14,47
"[[4, -1, -2], [3, -4, 1]]",12,4,0.75,2,3,"[[1, 3, -4], [4, -1, -2]]","[[2], [-2]]",1.0,0.25,0.25,1.0,1.0,1.0,0.25,T-,T+,T+,0.9935331800745538,0.9780400854879969,26.207059734172006,117.57283486413493,337,63,56,6
"[[3, 2], [-4, 1, 2], [2]]",8,8,0.5,3,2,[[2]],"[[-4], [4]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972844182644822,0.9376240737221092,11.037134732729697,276.50749311729015,231,169,38,23
"[[-4, -2], [-2, -3], [-2]]",8,8,0.5,3,1.6666666666666667,[[-2]],"[[4], [-4]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972800114281595,0.9375228502921573,11.037134732729697,273.922530616569,226,174,42,23
"[[-1, 3], [-3, -4, 1]]",10,6,0.625,2,2.5,"[[3, -1], [1, -4, -3]]","[[3], [-3]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.9940205448178959,0.9676980535912169,24.207059734172006,156.7646949040257,291,109,55,10
"[[-4, -1], [4, -3, 2], [1, 4]]",7,9,0.5625,3,2.3333333333333335,"[[-4, -1], [2, -3, -1], [1, 4]]","[[4], [-4]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9918432067530798,0.9414657191096536,33.04143344306821,268.5659916326305,219,181,42,21
"[[-1, -4, -3], [2, -4], [-1, -2, 3]]",9,7,0.5625,3,2.6666666666666665,"[[-4, -1], [2, -4], [3, -1, -2]]","[[-2], [2]]",1.0,0.4375,0.4375,1.0,1.0,1.0,0.4375,T-,T+,T+,0.9919193494415842,0.9520191819231547,33.04143344306821,214.01009809453276,241,159,41,17
"[[3], [3, -1, 4]]",8,8,0.5,2,2,[[3]],"[[-1], [1]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972892003635243,0.9396253713494019,11.037134732729697,260.40280233247296,205,195,40,22
"[[-4, 2], [1, -4], [-4]]",8,8,0.5,3,1.6666666666666667,[[-4]],"[[1, 3], [-3], [-1]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972844182644822,0.9323012394715214,11.037134732729697,289.30709860899526,211,189,37,25
"[[1, 4], [-4], [-4]]",4,12,0.75,3,1.3333333333333333,"[[-4], [1]]","[[4], [2], [-1]]",1.0,0.625,1.0,1.0,1.0,1.0,0.625,T+,T+,T+,0.9958118696117819,0.9285052715805043,17.037134732729697,290.8374878178263,114,286,24,39
"[[4, 1, -3], [-3, 2], [2, 3]]",7,9,0.5625,3,2.3333333333333335,"[[1, 4, -3], [2]]","[[1], [-1]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9947011703537926,0.9328756962605625,21.62209723345085,285.90354457244985,187,213,38,25
"[[3, -2, -1], [4], [-1, 3]]",6,10,0.625,3,2,"[[3, -1], [4]]","[[2], [-2]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9952089132642225,0.9239134066650297,19.62209723345085,329.0193971462039,177,223,32,29
"[[-4], [3]]",4,12,0.75,2,1,"[[3], [-4]]","[[1], [-1]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.9958098095160706,0.906237555113325,17.037134732729697,387.4834893559465,133,267,23,36
"[[2], [3, 1], [-2, 1, -3]]",4,12,0.75,3,2,"[[2], [1]]","[[3], [-3]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.9947031939497731,0.9560687689968405,14.626395943789367,131.64985698770835,120,280,10,15
"[[4], [1]]",4,12,0.75,2,1,"[[4], [1]]","[[-2], [2]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.9957963693352353,0.9026558183401503,17.037134732729697,400.7812030441215,111,289,25,38
"[[-2, -1], [-3, -4]]",9,7,0.5625,2,2,"[[-1, -2], [-4, -3]]","[[2], [-2]]",1.0,0.4375,0.4375,1.0,1.0,1.0,0.4375,T-,T+,T+,0.9945541395856057,0.9518877522734647,22.207059734172006,222.18590175588278,268,132,45,17
"[[1, 3, -2], [-2, -3, -4]]",12,4,0.75,2,3,"[[-4, -3, -2], [1, 3, -2]]","[[4], [-4]]",1.0,0.25,0.25,1.0,1.0,1.0,0.25,T-,T+,T+,0.9935265190875704,0.975535815700158,37.04143344306821,119.4495546905907,327,73,61,7
"[[2, 3], [-3, 2]]",8,8,0.5,2,2,[[2]],"[[-3], [3]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9965877886476161,0.9700466045178167,9.456470942347055,93.35153502175302,206,194,16,9
"[[-2, -4, 3], [2, -4], [2]]",6,10,0.625,3,2,"[[3, -4], [2]]","[[-1], [1]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9951597669221386,0.9212413231907304,19.62209723345085,331.28429674139693,167,233,36,30
"[[1, 4, -3], [1], [4, 1, 3]]",8,8,0.5,3,2.3333333333333335,[[1]],"[[3], [-3]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972888108442793,0.9345808428397057,11.037134732729697,278.31858207172866,211,189,36,25
"[[4, 2, -1], [4, 1, 3], [2]]",7,9,0.5625,3,2.3333333333333335,"[[1, 3, 4], [2]]","[[3, -4], [4, -1], [-3], [1]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9946816200838544,0.9284047575038338,21.62209723345085,296.8920611097164,194,206,35,25
"[[-2], [-2]]",8,8,0.5,2,1,[[-2]],[[]],1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9954397361764636,0.9855336188305913,7.037134732729697,34.32368067363444,227,173,6,3
"[[-1, -3, 2], [-4, -1], [1, 2]]",7,9,0.5625,3,2.3333333333333335,"[[-4, -1], [1, 2], [2, -3]]","[[1, -3], [3], [-1]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9923692819986324,0.9309879844748502,39.376984735614315,292.30709860899526,210,190,41,25
"[[3, -1, -2], [-3]]",6,10,0.625,2,2,"[[-1, -2], [-3]]",[[]],1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9939491453821372,0.9675673812098289,16.62639594378937,109.61587832139784,177,223,15,11
"[[-4, 1, 2], [4], [1]]",4,12,0.75,3,1.6666666666666667,"[[4], [1]]","[[2, 3], [-4], [-1]]",1.0,0.5625,1.0,1.0,1.0,1.0,0.5625,T+,T+,T+,0.9958135007608196,0.941460548402059,17.037134732729697,238.22876037342763,119,281,24,38
"[[-3, -4], [3, -2, 4]]",10,6,0.625,2,2.5,"[[-4, -3], [3, 4, -2]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.9940551780969092,0.9654713419046989,24.207059734172006,158.4178058906246,283,117,51,11
"[[3, -1, 4], [-2]]",7,9,0.5625,2,2,"[[3, 4, -1], [-2]]","[[-1], [1]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9946816200838544,0.9326280381275156,21.62209723345085,285.90354457244985,199,201,38,25
"[[3, 2], [-2, -1], [-2, -4]]",6,10,0.625,3,2,"[[-1, -2], [2, 3], [-4, -2]]","[[-4, -1], [1, -2], [2], [4]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9923834834739355,0.9235836671574431,49.78053877215976,317.2565700103814,172,228,35,27
"[[3, -4, 1], [2], [-2, -3, -1]]",5,11,0.6875,3,2.3333333333333335,"[[-3, -1], [1, 3, -4], [2]]","[[3], [-3]]",1.0,0.6875,0.6875,1.0,1.0,1.0,0.6875,T-,T+,T+,0.9925551722431064,0.9230948074721107,30.456470942347053,329.20080561037963,157,243,30,29
"[[3, 2], [-3, 2, -4], [-1]]",5,11,0.6875,3,2,"[[2, -4], [2, 3], [-1]]","[[4, -3], [1], [-2], [-4]]",1.0,0.625,1.0,1.0,1.0,1.0,0.625,T+,T+,T+,0.9930321327399478,0.9291156835756897,28.456470942347053,289.488507073171,147,253,27,31
"[[-4, -2, 3], [-2, -1, -4]]",13,3,0.8125,2,3,"[[-4, -1, -2], [3, -4, -2]]","[[-3], [3]]",1.0,0.1875,0.1875,1.0,1.0,1.0,0.1875,T-,T+,T+,0.9935885528864143,0.9809622329540343,26.207059734172006,98.2212275414349,345,55,57,5
"[[-4, 1, 3], [1, -3], [1, -4]]",10,6,0.625,3,2.3333333333333335,"[[1, -3], [1, -4]]","[[3], [-3]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.9945665843956502,0.9612971300918993,22.207059734172006,170.18354540098366,273,127,49,13
"[[4, -2, 3], [1, 2], [2, -4]]",8,8,0.5,3,2.3333333333333335,"[[2, -4], [3, 4, -2], [1, 2]]","[[-1], [1]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9919339766104431,0.9508854420472136,43.376984735614315,221.59506059525393,234,166,41,17
"[[1, -3, -2], [3, -1], [1]]",4,12,0.75,3,2,"[[3], [1]]","[[-2], [2]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.994680075245973,0.955877024555473,14.626395943789367,131.64985698770835,137,263,11,15
"[[1, 4], [-4, -1, -2], [-4, -1]]",8,8,0.5,3,2.3333333333333335,"[[1, 4], [-4, -1]]","[[-2], [2]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9945423214821572,0.9510460538542458,22.207059734172006,219.59506059525393,218,182,42,17
"[[2, -3], [-1, -4, -3], [-1, -3, -4]]",11,5,0.6875,3,2.6666666666666665,"[[2, -3], [-4, -3, -1]]","[[-2], [2]]",1.0,0.3125,0.3125,1.0,1.0,1.0,0.3125,T-,T+,T+,0.9940856795795854,0.9682942438301954,24.207059734172006,155.7646949040257,301,99,55,10
"[[-3], [-1], [2, -4]]",3,13,0.8125,3,1.3333333333333333,"[[2, -4], [-3], [-1]]","[[4], [1], [3]]",1.0,0.6875,1.0,1.0,1.0,1.0,0.6875,T+,T+,T+,0.9936457715360973,0.9230774804929208,25.8715084416259,313.1932734373629,107,293,22,43
"[[-4, 1, -2], [1, -2, -4], [2, -3]]",10,6,0.625,3,2.6666666666666665,"[[2, -3], [1, -4, -2]]","[[-3], [3]]",1.0,0.375,0.375,1.0,1.0,1.0,0.375,T-,T+,T+,0.994082187791604,0.9632317727012608,35.04143344306821,170.80553422737012,281,119,46,12
"[[-1, 3, -4], [1], [-4, -2]]",5,11,0.6875,3,2,"[[-4, -2], [3, -4], [1]]","[[4], [-1], [2]]",1.0,0.5625,1.0,1.0,1.0,1.0,0.5625,T+,T+,T+,0.9930399466280376,0.942364834582307,28.456470942347053,235.64379787270647,127,273,27,32
"[[-3], [2]]",4,12,0.75,2,1,"[[2], [-3]]","[[1], [-1]]",1.0,0.75,1.0,1.0,1.0,1.0,0.75,T+,T+,T+,0.994680075245973,0.955877024555473,14.626395943789367,131.64985698770835,133,267,10,15
"[[-4], [-3, -2, 1]]",7,9,0.5625,2,2,"[[1, -3, -2], [-4]]","[[-1], [1]]",1.0,0.5625,0.5625,1.0,1.0,1.0,0.5625,T-,T+,T+,0.9946561995377398,0.9366025316218556,21.62209723345085,276.9284092764767,213,187,38,23
"[[1, -2], [-3, 4]]",9,7,0.5625,2,2,"[[1, -2], [4, -3]]","[[4], [-4]]",1.0,0.4375,0.4375,1.0,1.0,1.0,0.4375,T-,T+,T+,0.994575649130625,0.9558625327996876,22.207059734172006,209.27625475266709,249,151,44,15
"[[1], [-4]]",4,12,0.75,2,1,"[[1], [-4]]","[[2, 3], [-1], [-2], [4]]",1.0,0.6875,1.0,1.0,1.0,1.0,0.6875,T+,T+,T+,0.9957953319030599,0.9163689912816241,17.037134732729697,338.8692592421181,130,270,27,36
"[[-4, -3], [-1, 4]]",8,8,0.5,2,2,"[[-4, -3], [4, -1]]","[[-2], [2]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9945623670349969,0.9450546660073547,31.041433443068208,242.2129782003557,232,168,43,20
"[[-1], [3], [-4]]",2,14,0.875,3,1,"[[-1], [-4], [3]]","[[-3, -2], [2, 4], [1]]",1.0,0.625,1.0,1.0,1.0,1.0,0.625,T+,T+,T+,0.9943086138168471,0.9380357707001213,23.286545940904745,253.5292503178967,61,339,14,46
