3 28
3 5 7 8 10 12 15 17 19 21 22 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 22 24 26 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31
3 4 7 8 10 12 15 19 20 23 24 26 28 31
3 5 7 8 10 12 15 17 19 20 23 24 27 28 31 32
3 5 7 8 10 13 14 17 18 20 23 25 27 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 6 8 10 12 14 16 18 21 23 24 26 28 31 32
3 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 5 7 8 10 13 14 16 19 20 23 24 26 28 32
3 5 6 8 10 12 14 16 18 20 23 24 26 28 30 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 20 22 25 26 29 31 33
2 5 7 9 11 13 14 16 18 20 23 25 27 28 31 32
3 4 7 8 10 12 15 17 19 21 23 25 26 28 32
3 4 7 8 10 12 15 17 19 20 22 24 26 29 31 32
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 30 33
3 7 8 10 12 15 17 19 20 23 24 26 28 31 32
3 4 7 8 10 12 15 17 19 20 22 24 26 28 31 33
2 5 7 8 10 13 14 17 19 20 23 25 27 28 30 32
3 5 7 8 10 12 15 17 19 21 23 24 26 28 31 33
3 5 7 8 10 12 15 17 19 20 23 24 26 28 31 33
3 4 7 8 10 12 15 19 21 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 20 23 25 26 28 31 32
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
2 4 7 8 10 12 15 19 21 22 24 26 28 31 33
3 5 7 8 10 12 15 17 19 20 22 24 26 28 31
3 4 7 8 10 12 15 17 19 20 23 24 26 28 31
2 5 6 8 10 12 14 16 19 21 23 25 27 28 31
3 4 7 8 10 12 19 20 23 24
3 5 7 8 10 12 14 16 19 20 23 24 26 28 31 32
3 7 8 10 12 15 17 19 20 23 24 26 28 31 32
2 4 7 8 10 12 15 17 19 20 23 24 26 28 31 32
