1 3 6 9 11 14 15 16 21 -26 -29 31 32 33 -35 36 -37 -40 41 43 -45 -48 49 -51 -54 -56 57 60 -62 -64 -72 -73 74 -80 -88 89 -90 92 -95 100
2 -11 -14 20 21 22 24 30 -31 -35 -37 -38 -42 43 45 46 47 48 50 54 56 57 60 -62 64 -66 -69 -70 72 -80 82 -84 -86 88 -90 -91 92 94 -99 -100
-1 2 12 14 -19 20 -22 -23 -24 -26 -30 32 -46 48 50 51 53 55 -56 -57 63 -65 66 69 -70 71 73 -80 -81 82 84 -85 86 87 -88 93 97 -98 -99 100
1 -17 24 25 27 -28 -31 -33 34 -35 37 -40 41 44 -45 47 -49 -52 53 -54 55 58 -59 60 -64 -66 -67 68 -70 72 75 -76 78 83 -88 92 -93 94 -95 98
-1 -4 7 8 -10 12 -15 16 23 -24 -26 -27 -28 29 31 32 -33 -34 35 40 -42 45 -51 -54 -58 -59 -64 -66 67 -69 70 74 75 -81 -82 84 94 -98 -99 100
-1 -2 -4 -5 7 8 -12 14 -18 21 -25 -27 28 -34 37 -41 -43 -45 -46 -48 49 -50 -52 53 54 -61 -67 -70 -72 73 74 75 78 83 84 -85 90 91 -92 -97
-3 -7 8 13 14 -17 18 -20 23 28 -29 32 -34 36 37 38 44 -47 49 -50 -51 52 54 56 -58 63 -70 -71 73 -74 -82 -85 88 89 -90 -91 -92 95 98 -100
-5 -6 8 12 -15 16 -18 -20 -22 26 -27 28 29 31 34 -36 38 40 42 -44 47 -49 51 52 54 55 -60 63 64 -65 68 69 -73 -75 83 -85 90 91 96 -100
-3 4 8 9 12 13 14 -17 26 -27 -31 -32 38 39 43 -44 45 50 -56 57 -59 61 -62 64 70 74 77 78 -81 -82 -83 -84 -85 -86 -87 -89 -90 -92 -98 -100
-1 3 -4 -5 -10 -11 16 17 18 20 -21 23 27 -30 31 -32 36 -38 39 41 -45 48 -49 -53 55 -56 59 61 -62 69 -73 77 78 -79 -80 81 -83 85 -94 99
2 3 7 9 13 -14 15 16 17 -25 -27 -29 -37 39 45 48 -49 -50 52 -53 -54 -55 58 -64 65 -70 -72 -79 80 81 84 85 -87 -90 -93 94 -96 97 -98 99
-1 -2 -11 -12 14 17 -19 -21 -22 -23 25 -33 38 40 42 -43 -44 -46 49 50 52 -53 -58 68 69 -72 -75 76 77 81 -84 -85 87 -88 89 93 94 97 -99 -100
5 -7 -11 15 17 18 -25 26 -28 -29 -31 -32 -36 -41 -44 -47 -48 -54 55 -56 59 62 -65 -67 -70 -71 76 78 79 -80 82 87 -90 -91 93 94 96 -97 98 -100
-4 -7 11 -14 -15 21 -26 28 30 -33 34 -35 -36 -37 41 43 44 -47 -51 -54 57 -65 -66 67 -68 70 -71 72 75 76 -78 79 81 82 87 88 90 -91 -94 97
-1 -2 4 -7 -9 -10 -12 13 14 -15 17 -19 21 -23 28 -30 31 35 -38 39 -44 -48 -50 -51 -54 -55 60 -61 -62 -65 66 -67 -70 -72 -82 -83 84 -86 -88 89
2 -3 -8 -9 11 13 -15 -17 -18 23 25 27 31 -32 33 36 -37 -40 -41 -47 -50 -55 -56 57 61 62 -69 -70 -73 79 -81 86 89 90 -91 93 94 96 -97 -98
1 -2 4 8 9 -12 -14 -16 18 -22 -27 29 -30 -32 -37 38 -39 40 -41 -42 -44 -48 -53 54 56 62 64 69 70 72 73 -78 79 -82 84 86 92 -96 -99 100
-2 -6 9 -10 -14 19 -22 23 -24 28 29 30 -33 -34 35 38 -39 -40 46 50 -54 57 -60 -62 -63 -65 -69 -70 -71 -74 -75 -76 -77 80 -82 87 -91 93 -99 100
-1 2 3 4 -5 6 14 16 -17 -19 22 32 34 37 38 39 -41 -42 43 -45 -52 53 -54 57 -59 62 -64 65 -67 -70 71 73 76 -78 84 -85 87 89 -93 94
-1 2 4 -8 14 18 -19 -22 -23 24 25 -26 -42 -43 -44 48 50 -51 -52 -57 58 -61 62 -64 67 -68 69 -73 -74 75 78 79 -80 -81 87 92 95 96 97 99
-7 8 10 -12 13 14 -16 -17 18 19 20 27 28 34 37 -42 43 46 -47 48 50 51 -52 54 55 59 62 -64 -67 68 -70 -76 80 81 -82 -84 86 -93 -96 -98
1 -5 11 -12 14 -23 24 -27 28 -29 -31 -35 38 -43 44 -46 50 -54 -55 -56 -59 -61 63 -64 -66 -67 70 -71 72 75 -76 79 80 83 86 88 90 91 -92 100
-3 6 -7 8 -9 11 18 21 23 -24 -25 26 -35 36 -38 -39 -40 -43 -44 45 -49 54 -55 56 -59 -62 -63 -65 66 -68 -69 70 73 78 -87 88 -92 95 99 100
2 3 5 7 10 12 14 -15 -24 -26 27 -30 -31 35 40 -43 44 -47 -59 60 61 -62 -64 67 68 -72 76 -77 80 81 -82 83 -84 88 90 -91 -92 94 96 98
4 -6 8 11 17 -21 24 -31 32 -37 41 -42 43 46 47 49 -51 -54 -56 -58 63 67 -68 -70 -71 72 74 -76 78 80 83 86 87 -88 -90 93 -94 -95 97 100
3 10 14 16 -17 -20 22 24 25 -26 27 31 -35 -42 -43 -44 -45 46 -47 -50 -51 -56 58 65 66 -67 68 -70 -72 73 -74 76 79 -80 -82 -83 87 88 89 -95
2 3 -4 6 -7 -8 -10 -11 12 -14 -18 25 27 31 -32 -35 37 39 43 -48 -53 -56 62 65 67 69 70 -72 -73 -79 -80 83 86 89 -91 -92 95 97 -98 100
-1 2 -11 -13 14 15 -16 -17 20 24 -25 -31 32 -39 -42 43 45 46 -47 51 -54 -58 59 63 -68 -70 71 74 78 80 -81 -82 -85 -86 87 -89 -93 -94 99 -100
1 3 4 -6 8 -10 -11 -12 -17 18 24 -25 26 29 -32 -38 45 47 -48 -54 -57 58 -62 -66 68 69 77 78 79 80 -81 82 84 88 90 -91 94 96 97 100
1 3 -7 -8 -10 16 19 -20 -21 22 24 -30 32 -33 35 40 41 43 47 -50 -53 -56 -58 -59 60 62 64 -65 -67 72 73 -77 81 -82 -85 -87 -89 -90 91 100
-1 -2 6 8 -12 -19 -20 -29 30 31 42 -43 44 -49 51 57 -58 -60 -61 62 -63 -64 65 -66 70 -72 74 -75 76 77 -78 -80 -81 -85 -87 -89 94 -97 98 -100
-2 4 -8 10 -12 13 -18 20 -22 -25 30 33 36 37 39 -42 43 -46 48 50 -56 57 -61 69 70 -71 -72 -73 -74 75 76 77 -78 79 82 86 89 -92 -94 98
1 -2 3 9 10 -16 -20 -22 24 27 29 32 -34 -36 38 -39 -40 44 -45 52 -53 56 57 58 -59 -60 -61 -64 -67 70 75 77 -79 -80 81 -82 87 -89 94 -96
1 -3 -9 -10 -13 15 17 -19 -22 27 30 -31 -33 -34 37 -38 -40 43 -44 46 -48 53 54 56 -57 -62 65 -66 -67 72 73 74 -78 -79 80 -81 -90 95 -96 100
-4 5 6 -14 -16 -23 26 27 -28 -29 32 -33 35 36 40 41 44 45 47 -50 51 54 55 -56 -57 -59 61 -62 -64 68 73 -74 -77 -82 83 84 86 -91 -97 99
-2 4 -5 14 -15 -16 -18 20 21 -22 26 -28 31 -33 35 37 -38 44 46 -49 -50 51 54 58 63 65 -66 -67 -69 -71 -76 -79 -85 -87 89 -91 -92 -94 -98 -100
3 5 -6 8 -9 -12 -13 -15 -18 25 -27 -28 29 31 33 -38 44 -50 -51 -53 -54 61 -65 -67 -68 -70 72 -73 74 75 76 81 -82 83 85 -88 94 95 99 -100
-2 3 4 -6 -7 11 12 14 -15 -16 18 21 -22 25 -28 34 -35 36 37 38 -40 -42 -43 -44 -45 49 55 62 71 -74 -75 -77 79 -84 85 -86 90 96 99 -100
-1 -2 -3 4 9 10 -15 18 22 -26 -27 31 -33 -35 -36 -37 40 41 43 44 -46 -47 -48 51 -52 56 61 -68 69 70 -71 72 -76 79 -81 -85 -87 -89 90 -100
-2 5 -6 8 -9 -12 -15 17 20 -21 23 24 32 -38 -39 -43 44 -45 46 -49 50 -52 57 58 61 -63 -65 73 -77 -79 87 -90 -91 92 -95 -96 97 98 -99 100
4 -7 -9 -11 13 14 -17 -20 24 27 -28 -35 -37 -38 41 -45 -47 52 -53 -58 59 -60 65 66 -68 -70 72 78 -80 81 82 -84 85 -86 88 -89 -90 92 -94 -99
3 5 6 8 9 -10 17 19 26 27 29 31 32 -34 35 -36 39 -43 -49 51 52 55 -56 57 58 -59 69 70 -72 76 -77 -79 -81 84 87 89 -90 -91 93 96
1 -4 8 -9 10 11 12 18 21 22 -24 27 33 -36 -37 40 -42 44 -45 -47 -50 -51 -55 -56 -58 -62 63 65 69 -73 -75 -77 -80 82 -86 87 88 -90 -94 100
-5 6 -9 10 11 -14 15 16 18 -19 23 -28 -30 -38 -40 -43 -46 -47 -51 52 55 60 -61 66 -68 69 -71 -74 76 -85 -87 -88 -89 -90 -91 92 -94 -96 99 100
2 4 8 10 12 -13 14 -15 -16 -22 24 -25 -26 27 -28 30 -34 39 42 46 53 -55 -56 -58 59 65 -68 71 -74 -77 -78 -79 80 -81 -84 86 91 -96 98 99
7 -8 -9 10 -11 -19 -20 -21 -25 26 -27 28 -30 -35 38 51 -53 -54 59 -61 -62 -63 65 -67 69 -71 -72 76 77 78 80 -85 -87 -88 -91 93 -94 97 -98 -100
-7 -9 11 15 17 22 -23 24 -25 -27 30 -33 -36 -37 -41 -46 -49 50 -52 53 54 -57 -59 67 72 -75 -77 -81 -82 -83 84 -86 88 89 -93 94 -95 96 97 100
1 -2 -3 4 7 9 10 13 -14 15 17 -18 -22 -25 -27 29 31 36 -37 -38 40 -41 43 44 -48 -52 54 -56 57 63 65 69 72 -74 -77 -83 89 -90 -91 -93
1 3 4 6 -7 -9 -10 -12 -13 14 -15 -17 -18 20 -22 -24 25 -26 35 -40 -42 -48 -50 52 -53 60 -61 62 64 66 -67 -68 -69 71 -73 -82 -88 90 93 94
-2 -4 -6 -7 8 -9 11 13 -14 -18 -22 25 35 36 -38 42 46 -47 51 -53 -57 58 -59 -61 -62 -63 65 -66 67 69 71 -72 -77 -78 -83 -86 87 -88 89 90
-4 -5 9 12 13 14 15 16 17 -18 -19 22 23 24 26 28 30 32 36 44 -47 49 -52 53 56 -58 59 -67 -69 -71 -73 -74 75 -76 -78 81 83 -85 96 98
1 3 -4 -8 -12 -14 -15 -17 18 22 23 25 26 28 -29 33 35 46 -47 49 -52 -54 -55 57 -58 -59 60 62 -73 -74 -78 -79 -81 82 -85 86 90 -92 -93 -98
-1 -2 -12 -17 -18 -19 -21 -24 -26 -27 -29 -35 37 38 40 -41 -46 48 -51 52 -55 57 -58 -64 67 -68 70 -72 73 77 78 -80 81 -82 -85 88 -89 93 -94 -97
1 3 -4 8 -9 -10 13 -14 16 17 24 -26 29 -31 -33 38 40 43 -47 -48 -49 50 65 -66 -71 72 -73 74 -78 -79 -82 -83 -84 85 -87 -92 -93 -95 -97 98
3 6 -7 -11 14 16 -18 -23 -24 -26 28 30 32 33 35 -36 38 45 -49 -51 54 58 59 -63 -65 -66 67 -68 -73 74 77 79 82 -84 -85 -87 -89 -90 95 -96
1 6 9 11 -12 14 -15 17 21 -24 27 31 32 33 -34 -35 -37 38 -40 -43 -44 47 -48 -53 54 55 57 58 64 69 72 73 -77 82 -83 85 92 -98 -99 -100
-3 6 -8 11 -12 -15 -16 -17 20 22 23 -25 -28 -31 33 -35 37 -40 44 -46 -51 53 54 58 59 62 64 65 66 -68 -76 -77 78 -81 84 85 91 -96 98 -100
-2 6 9 10 11 -13 14 15 -16 21 23 -26 -29 30 -37 38 -39 43 45 -47 50 -52 56 57 58 -60 61 66 68 69 -72 75 -79 81 85 88 -94 96 99 100
-1 2 -10 -11 -12 14 -18 20 23 -24 25 -26 28 -30 -36 -38 40 -41 42 -45 -52 -53 55 61 -63 64 -69 72 73 74 78 -79 82 85 -86 87 -92 97 -98 99
1 3 -6 7 -10 -12 -14 -16 19 25 27 -32 36 -45 -47 51 -53 -54 -56 57 -60 -67 68 69 79 -81 -84 -85 86 -88 -89 90 -92 94 95 96 97 -98 -99 100
-3 6 -8 -10 12 -13 -15 17 -20 22 -23 28 31 -32 -36 37 -38 -39 41 -42 -44 -45 49 51 -52 53 -54 -58 67 68 -75 81 82 83 -85 87 -88 91 95 96
-1 -4 5 -9 10 -15 17 20 -21 22 -23 -26 -29 30 -36 37 40 -42 44 47 -51 -54 55 60 64 66 68 -71 73 -75 -77 79 80 -82 87 88 -91 94 -97 99
-3 -8 -10 -12 -14 -20 22 -23 26 -28 31 34 -35 -39 -40 43 -44 48 -49 51 -52 -53 56 58 -60 61 63 -64 -66 69 73 -78 -80 -82 83 -84 -87 -88 91 -92
3 4 -7 9 12 14 -16 17 19 26 -30 32 -33 -35 -36 39 42 45 48 49 -50 -52 53 54 -56 -59 -60 -62 -66 67 -72 -76 78 80 82 86 89 -95 -96 98
1 -2 4 5 -7 9 11 -13 -18 -19 20 22 23 25 26 32 -34 37 -38 -39 -44 49 -50 -51 53 56 58 -63 -65 -69 -70 71 -72 77 -78 87 -88 -89 90 94
1 -3 -5 -10 -11 12 -17 -20 -21 -23 26 -27 28 29 39 -40 42 -44 46 -48 50 -51 -54 -57 66 -67 -70 71 73 -75 -77 -78 80 81 -82 -84 87 -92 94 -100
4 6 -7 11 -13 -14 -21 23 24 -26 -27 28 -33 -34 36 39 42 -44 -46 49 -51 -52 -53 54 56 -57 -62 63 -65 -66 67 74 77 -79 83 -86 88 -97 -98 100
-3 7 -9 12 -15 -16 17 -18 19 -21 -23 -24 -33 38 39 41 42 -43 -46 47 -50 52 -53 58 59 -60 61 -63 -67 -68 -74 -77 -85 87 89 92 95 97 98 -99
1 -3 -5 -11 -14 15 19 21 22 -23 27 30 -32 33 -36 40 -41 -42 43 44 45 -47 -48 51 -53 57 -61 -67 -69 75 77 78 80 -88 -91 94 -95 -97 98 99
-1 -2 -4 5 6 8 11 12 14 17 -23 25 -29 -32 -39 42 -44 -45 -47 48 54 55 -59 -60 61 65 -68 71 -73 -74 -75 78 -80 83 88 90 -91 -92 -93 97
-2 -3 4 -6 7 8 9 10 -11 13 15 16 -21 -22 -23 27 -32 33 35 -42 -43 46 -48 49 53 -56 -63 64 -65 67 68 72 -73 77 -82 -83 85 -86 -87 93
-1 -3 6 -7 9 -12 13 -14 15 18 20 21 23 -24 29 -32 -34 35 -41 44 -48 -51 -53 -55 59 -69 72 80 -82 83 88 90 -92 -94 95 96 97 -98 99 100
-5 6 9 10 -12 13 18 19 22 24 26 27 30 -31 -38 39 -42 49 -51 53 54 56 57 -59 63 -66 67 68 69 -70 -72 76 -77 -78 83 85 88 90 95 -96
-3 -4 6 15 -17 -19 20 -21 22 28 -30 34 -39 42 44 45 -46 49 -50 -56 -57 -59 63 -64 -65 -66 68 -70 -71 -73 75 78 81 -83 -84 -86 88 95 97 99
-1 2 -7 8 -9 -14 -20 -21 -23 -25 -29 -30 -34 -37 38 39 42 -44 49 52 -53 54 58 -59 -60 62 -63 -67 -71 72 74 75 79 81 -85 -87 -88 89 96 -97
-4 -5 -6 -7 -14 -22 23 -27 29 -30 -34 -35 -36 38 -42 46 48 49 50 51 -56 -58 61 63 68 73 75 77 79 82 -85 -87 88 -89 -90 -91 -93 -95 -97 100
