3 4 -6 -10 -11 13 -14 -17 19 22 -24 25 -30 -31 32 -33 -35 -37 38 -41 -43 -49 -51 -52 53 55 -58 60 -61 -62 63 -64 -65 82 -90 -93 94 -95 -96 97
-2 3 4 -7 9 -18 22 -26 -28 29 -30 -31 32 -33 34 -35 -37 40 42 -45 48 55 57 -59 -61 -62 -66 -69 71 72 74 -76 -86 87 88 -89 90 92 -93 -96
1 -2 3 -5 -8 -10 -15 20 -21 -26 -28 32 34 -35 -37 42 -45 50 -51 53 55 56 -58 -59 -61 -62 -67 -68 71 72 -75 -78 79 -81 86 -88 89 97 99 100
1 -2 -5 -8 -10 -11 12 13 -14 20 25 -30 -33 -35 -36 -43 -44 -47 48 -49 50 -52 54 55 56 -58 -59 60 -61 -67 72 -76 -80 84 85 -87 -88 -89 -93 100
1 -2 3 9 -10 13 -15 -16 19 22 -27 -28 29 -30 32 -33 34 38 39 -41 42 -43 -45 46 -49 50 54 56 -58 -67 -69 70 72 -73 -76 -77 -91 -96 -99 100
1 3 4 -7 9 -10 12 13 22 -23 -26 32 -33 34 42 -43 -45 46 48 -49 56 -58 -59 -67 70 -76 -77 -78 -80 -81 82 83 85 87 88 89 -91 95 97 100
3 -6 -7 9 -11 -14 -24 -26 -27 -28 29 -30 34 40 -41 -44 46 -47 48 -49 -52 53 57 63 -65 -67 -68 -73 74 -77 -78 79 -84 -86 -88 89 97 -98 -99 100
3 4 -8 -11 -16 25 -27 -28 -33 -35 38 39 40 -41 -43 -49 53 56 57 -58 -59 60 63 -65 -66 -67 -68 -69 71 74 -76 -78 83 85 88 -89 -90 92 94 -95
1 -2 -5 -6 12 13 -15 20 -26 -27 32 -37 38 39 40 -41 -45 50 -52 54 56 57 -59 63 -64 -65 -67 71 -78 79 -81 82 83 85 88 -90 -93 -95 96 100
-2 -5 -6 -8 -10 -11 12 13 19 -27 -28 29 -33 39 40 -44 -47 48 -49 -51 54 55 56 -58 -59 60 63 -64 -68 -69 83 -87 89 -90 -92 -93 -95 -96 97 100
-2 4 -5 -10 12 13 -16 20 -21 22 25 -27 -35 -41 -44 48 -49 50 -51 -52 56 57 -59 60 -62 -67 70 74 -75 -76 -81 83 -84 85 -91 -93 -95 97 -98 -99
-11 12 -14 -16 -17 20 -21 22 -24 25 -26 -28 -36 38 39 40 -43 -45 46 -47 48 -49 -52 55 56 60 -62 -64 -65 70 -73 -78 -80 83 89 -90 -94 -95 -98 100
4 -5 -7 -10 13 -14 -17 -18 20 -24 25 -28 29 -30 -33 -37 38 39 40 -43 -44 -45 48 -52 54 55 57 -59 -61 -62 -65 -67 -68 71 72 -75 85 91 -92 96
1 -5 -6 -7 -8 -11 12 13 -14 -16 -18 20 -21 -23 -27 -28 32 39 -41 42 46 -47 48 57 -58 -59 60 -64 -67 -68 -69 -73 -76 -87 -89 90 -93 -95 -96 -98
4 -5 -7 12 -15 -16 -17 -23 -24 25 -31 32 -35 -43 -45 46 -47 -49 -51 53 54 56 -59 -61 -62 -64 -68 72 -73 74 -76 79 -80 83 85 86 -92 -95 96 100
4 -5 9 -10 -11 12 13 -14 -15 -18 -24 -33 -36 -37 40 42 -44 46 -47 48 -49 50 54 56 57 -58 63 -65 -67 70 71 74 -76 -77 -78 -81 82 -88 91 100
1 -2 -5 -8 -16 -17 -18 19 20 -23 -24 -26 -28 -30 -31 -35 -36 39 40 -41 42 -45 -51 -52 57 -58 63 -64 -66 -68 70 79 -81 -84 87 -95 96 97 99 100
3 -5 -6 -8 9 12 13 -14 -15 -17 19 -23 -24 -28 39 42 -43 -44 -47 48 54 -58 60 -61 -62 -64 -66 71 72 -73 74 -78 -81 82 -84 -90 92 -96 -98 100
1 -2 4 -5 -10 12 13 -17 -24 -26 -27 -28 29 -30 -33 34 -36 38 39 48 -52 53 -59 -62 -65 70 -73 -76 -77 -78 82 85 -86 -88 -91 92 -94 -95 96 100
3 4 -5 -11 12 13 -18 20 -21 25 -26 -27 -28 34 -35 -37 40 -44 48 -49 50 53 55 -58 -59 63 -66 -69 72 -73 -75 -76 -77 79 -81 82 86 87 -92 -95
1 -2 3 -5 -7 -16 -18 20 -24 25 -27 29 -30 -35 38 39 42 -44 46 -47 -49 56 -58 60 -68 -69 71 74 -76 79 -80 -81 -84 85 -86 87 -90 94 97 -98
1 -2 3 4 -7 -8 13 -14 -16 -18 20 22 -24 -31 -33 -35 -36 38 42 -43 -47 48 -49 -52 53 54 -58 60 -62 63 -65 -69 -81 -86 87 -88 89 92 -94 -95
-2 3 -5 13 19 -27 -28 -31 32 -33 -37 39 -43 48 -49 50 -52 54 60 -61 -66 -69 71 -73 74 -76 -77 79 -81 82 84 85 -86 87 -90 91 92 -93 94 -98
1 -2 9 -16 19 20 -21 22 -24 25 -26 -28 29 -31 -33 -35 -45 46 -47 48 53 56 57 -59 -61 63 -64 -65 -66 -67 -69 71 72 -75 -78 89 -90 91 -93 97
3 9 -10 -11 -15 -18 19 20 -24 -26 -30 -33 34 -36 38 40 -41 -44 46 53 54 55 56 57 60 -61 -64 -66 -68 71 -73 74 79 -80 86 -88 -89 -96 -98 99
1 3 -7 -8 9 12 13 -17 -21 -26 -27 -28 29 -33 -36 38 39 -41 42 -43 -49 50 -52 54 55 57 -58 -61 63 71 74 79 -81 -84 87 -92 -95 96 -98 -99
1 4 9 13 -14 -21 22 -24 29 -31 -37 40 42 -44 -45 -47 48 50 54 57 -59 60 -62 63 -64 -66 -67 71 72 -73 74 -78 -80 84 85 -88 91 -93 96 100
3 4 -7 9 -16 -17 19 -21 22 25 -28 -30 34 -37 -41 42 -47 -49 50 53 56 57 60 -61 -62 63 -66 70 71 -73 -77 -80 82 83 -86 -90 92 95 -98 100
1 3 9 13 20 -21 22 -23 -26 32 -36 -37 39 40 -43 -44 -45 48 -52 53 -58 -61 -64 -65 -67 -68 -69 72 74 -75 -77 -78 82 83 84 -89 -93 -94 97 100
-2 3 -5 -6 -7 9 -11 25 -26 -28 29 -31 32 34 -35 -37 -41 -45 48 -49 50 -51 53 56 57 -59 60 -61 -62 63 -64 71 -78 79 85 -86 94 -95 -98 99
4 -6 9 -10 13 -18 19 29 -31 -35 -37 39 40 -45 -47 -49 -51 -52 54 56 57 -58 -61 -62 63 -67 -68 70 72 -75 79 -81 83 84 -88 92 -93 94 97 100
-2 3 -10 12 13 -17 -18 20 22 -30 -31 34 -36 -43 -44 -45 46 -47 -49 53 54 55 -61 -62 63 -65 -67 72 -73 -76 82 85 87 -88 90 94 -95 -98 -99 100
-2 4 -7 -8 9 13 -16 -17 19 25 -26 -28 29 32 -33 -35 -36 38 40 -44 -45 50 -51 -52 54 57 -59 -61 63 -64 -68 70 -78 83 85 90 -92 -94 -96 -98
-2 3 -6 9 -11 -15 -26 -27 29 -30 32 34 39 42 -45 50 53 55 57 -59 -61 63 -69 70 74 -77 -78 79 -81 82 83 -84 -86 -91 92 -93 -95 96 99 100
-2 -8 9 -10 -15 -16 20 -21 -23 -24 25 -27 -30 -35 -37 39 -45 46 -47 -49 50 53 54 56 57 -59 -62 -67 -68 70 72 -75 -77 -78 -81 82 -88 -92 -93 -98
3 4 -10 12 13 -14 -15 -16 -17 19 20 -21 -23 -24 25 -31 -33 34 -36 42 -44 -45 48 -49 -58 63 -67 -68 70 72 79 -80 -81 82 -86 87 -93 94 -98 99
-2 3 -6 -8 9 -17 -18 20 22 -27 -28 -31 34 -35 -36 -37 40 -41 -43 -47 -51 56 -62 -64 -65 71 -76 -78 79 -81 82 87 92 -93 -94 -96 97 -98 99 100
1 3 9 12 13 -15 -21 22 -23 -24 -27 29 -30 32 -35 -36 -37 38 39 42 -43 46 -47 -49 53 56 57 -58 -59 -62 63 -65 -66 71 -78 -88 -90 -92 -94 -95
4 -5 -6 -8 13 19 -24 -27 29 -33 34 -35 -37 39 40 -41 42 -44 -45 48 50 -52 53 57 60 -65 -68 70 74 -75 -77 -80 -84 -87 -91 94 -95 -96 -99 100
-5 -6 -8 -14 -18 19 -21 -23 32 -33 -35 -36 38 39 40 -44 -45 46 -51 -52 56 -59 60 -62 -64 -66 -67 -69 -73 -77 -78 79 -80 85 -88 -91 -92 -94 -98 99
-2 4 9 -10 13 -14 -15 -17 -26 29 32 -33 34 -37 38 -45 -47 50 55 56 -64 -65 -66 -67 70 71 72 -73 74 -75 -76 -78 83 90 -91 92 -93 94 -95 -98
-2 -5 -16 20 -21 22 -23 -27 -28 -36 38 40 42 -43 -45 48 -49 54 56 57 -59 -65 -68 -69 70 71 72 -73 74 -76 -78 -81 83 85 86 89 -90 94 -96 -98
4 -8 -10 -11 -16 -21 22 25 29 -30 -31 32 -33 -35 40 42 -44 -45 46 50 -51 54 55 56 57 -58 -69 -73 74 -75 -78 82 83 -84 -91 92 -93 94 -98 100
1 -2 3 -8 12 -14 -16 19 -21 22 25 -26 29 -31 -33 34 39 -43 48 -49 -51 53 57 -58 -59 60 -62 -65 -67 71 -78 -80 82 83 85 86 89 -90 94 99
4 -15 -17 -18 19 -24 25 -26 -28 -30 32 -44 -45 46 -47 48 -49 -52 53 54 56 -58 60 63 -66 -67 -68 -73 -75 -78 -80 -86 -87 91 -93 94 96 97 -98 100
-2 4 -10 12 13 -18 20 -23 -24 29 -30 32 -33 34 40 42 -43 -44 -45 -47 -58 60 63 -64 -65 -68 -69 71 -75 -78 79 82 -84 -88 -91 -92 95 97 -98 100
-2 4 -5 9 -10 -14 19 -21 -28 29 -31 -33 38 39 -41 -43 -44 46 48 -49 53 54 57 -64 -66 -68 71 74 -75 79 -84 -86 -88 89 90 91 94 95 97 100
-2 4 -6 -10 -11 12 -16 -17 19 -21 22 -24 -26 -27 29 -31 38 40 -41 48 -49 53 54 55 56 -61 63 -65 -67 -69 71 -75 -76 82 83 -84 85 -88 -96 -99
-2 3 4 -10 -14 -16 -17 -18 22 -26 -27 -28 29 34 -37 40 -41 42 -43 -47 -49 50 -52 54 55 56 -58 -59 63 -66 -69 70 72 -77 79 82 86 -88 -94 -95
-6 -7 -8 12 -15 -18 19 -21 -23 25 -27 -28 32 -33 34 -35 -36 39 42 -43 48 55 56 57 -58 60 -61 63 -66 70 -75 79 82 83 85 87 -93 -94 97 100
1 -2 3 -5 -7 -10 13 -14 20 -21 -23 -24 -27 32 -33 34 -35 38 40 -44 48 -51 56 57 -58 60 -62 -64 -67 -69 -76 -78 -80 -81 82 83 85 -89 -93 99
-2 4 -6 -7 -8 -10 -14 -16 32 -33 34 -36 39 40 -41 42 -43 46 -47 -51 53 54 57 -58 -59 60 63 -64 71 -76 -78 79 -81 82 86 87 88 -90 -95 100
1 -2 -7 -8 -11 12 13 -17 19 22 -23 -24 -26 -27 29 32 -36 40 -41 -44 -52 53 55 -61 -62 -64 -69 70 72 -73 -77 79 -84 85 86 -87 -88 -92 94 -99
-2 9 -10 12 13 -14 19 -23 25 -26 -27 -28 29 -31 34 -36 -41 42 -43 -45 53 56 -58 -59 -65 -69 -73 74 -75 -76 -81 82 83 85 -86 -87 -89 -96 99 100
1 -5 -7 12 -15 19 22 -23 -30 -31 34 -35 -36 -37 38 39 40 -41 42 -44 -49 50 -51 53 55 60 -64 -66 71 72 -73 74 79 -81 83 85 87 -90 -91 94
3 -5 9 -11 13 -14 -15 -17 -18 -21 22 -23 25 -26 -30 -35 38 39 -44 -45 -49 54 57 -59 60 -62 63 -65 -66 -67 -68 -69 -75 -76 -80 83 92 -96 99 100
-5 -8 -17 19 22 -23 -26 -27 29 -31 32 34 -35 -37 38 42 -43 -44 46 -49 50 55 57 -66 -67 -68 -69 74 -75 -77 -80 -81 82 83 -84 -87 88 89 -92 -94
-5 -6 -7 -10 -16 22 -23 -28 29 -31 32 -33 -35 38 40 -41 -45 -49 50 -51 55 56 -58 -61 -69 72 74 -75 79 -80 -81 82 83 -84 87 -90 -91 -93 96 100
1 -8 9 12 13 -14 -16 -18 19 -21 -23 -24 -26 -27 -28 29 -31 32 -33 34 -36 42 50 -52 53 -58 -62 70 -73 -78 -80 -81 -84 87 90 92 -93 97 99 100
-6 -7 -8 -10 -11 13 -17 22 -23 25 -30 -35 -36 39 -41 -47 -49 54 55 56 -58 60 -62 -64 -65 -66 -67 -68 -77 79 -84 85 86 87 -88 89 92 -95 -98 100
-5 -6 -11 12 -15 -16 -17 -18 -24 25 -28 -30 34 -35 -37 40 -45 -51 -52 55 56 57 -59 -62 63 -66 -67 -68 -69 72 74 -77 83 85 -92 95 -96 97 99 100
1 -2 3 -6 -7 -8 -11 22 -23 -24 -28 -30 32 -33 -35 -36 -37 -41 42 -43 -45 46 54 57 -62 63 -65 -66 -67 -69 -73 -75 -78 82 -94 96 97 -98 -99 100
-5 -7 -16 19 20 -21 25 -27 -31 -33 34 38 39 -49 53 56 57 -58 63 -65 -67 -69 70 72 -73 -75 -77 -78 -80 -84 85 -88 89 -90 91 92 -93 -95 97 100
3 4 -6 -7 -14 -17 19 -24 29 -30 32 -33 34 39 -41 -43 -44 -47 53 54 56 60 -61 63 -66 -68 -69 72 -73 74 -81 -84 85 -86 -89 -90 92 -96 99 100
3 -5 -8 -11 12 -16 -17 19 -21 22 -23 -24 25 29 -30 -31 40 -41 42 -47 48 -49 50 -51 -65 -66 -68 72 74 -75 -76 -80 -81 82 84 85 -86 95 96 99
4 -7 -11 13 -17 -18 19 -21 -23 -24 25 29 -31 34 -35 -36 38 -43 -44 -45 48 -49 -52 53 54 55 60 -62 -64 -65 -73 -77 -81 82 -88 -90 -93 -95 97 100
1 -2 4 -6 -7 -8 -10 13 -14 -15 19 -23 -28 34 -36 38 -41 42 -43 -44 -45 48 54 57 -59 60 71 -73 -75 79 -81 -84 85 89 -90 -93 97 -98 -99 100
-2 4 9 -10 12 -14 -15 -17 -28 -30 32 34 -37 38 39 -43 -44 46 -47 48 -49 -51 -52 60 -61 -62 63 -64 -66 70 71 -73 -77 -78 -81 85 -86 -90 -91 94
1 3 4 -5 -7 -11 12 13 -14 -18 22 25 32 34 -35 -37 39 -41 -45 48 50 53 54 55 56 57 60 -66 71 72 74 -76 -81 83 85 89 -91 -93 -96 100
-5 -7 12 13 -14 -16 -17 19 -21 -23 -26 -28 -30 -31 -36 -37 -43 -44 -45 46 -47 -49 -51 -52 53 55 56 60 -67 70 71 72 79 -81 82 83 85 86 87 99
1 3 -6 -7 -11 -14 -15 -16 -18 25 -28 -30 32 34 -36 -37 40 -43 46 -47 -58 -61 63 -64 -65 -66 -67 -68 71 -75 -78 79 -80 -81 85 -90 -91 94 -96 -99
1 -2 3 4 -7 12 13 -15 20 -21 -26 -28 29 -33 34 -37 -41 -47 -51 -52 57 -58 -59 -61 -62 -64 -65 -76 -77 -78 79 -80 83 -84 87 89 -94 -96 97 -98
1 12 -14 -16 -17 -18 20 -24 25 -27 -28 -30 -33 34 38 39 -41 42 -43 -44 -49 50 -52 -59 60 -65 -67 70 71 72 -75 -77 -78 -80 82 83 94 -96 -99 100
-2 4 -5 -6 -8 -11 12 13 -14 -23 -26 -28 29 -31 -33 40 42 -47 -49 55 56 57 -61 -62 63 -64 -65 -68 -69 -76 -77 79 83 86 -91 -94 -95 97 -98 99
3 4 -7 12 -16 -18 19 -21 -23 -28 29 -30 -31 39 42 -44 46 -47 48 -52 53 54 55 -58 -59 -65 -66 -67 -68 70 -73 -77 -80 -81 83 -86 -89 91 -94 97
1 -2 4 -5 -6 13 -15 -17 -18 19 -21 22 -23 -24 25 -27 -28 29 -30 32 -35 -36 38 -47 -49 54 57 -59 -61 -67 -69 72 -76 79 -80 88 90 92 -95 -96
-2 4 -5 -6 -7 -10 12 13 -15 -16 -17 19 22 -26 29 -30 -33 -49 50 54 56 60 -62 63 72 74 -76 -78 79 -81 82 -84 87 89 91 -93 95 96 97 100
