1 23 28 29 31 34 39 41 44 49 53 59 62 71 76 82 87 95 98 106 109 112 120 126 127 132
3 11 28 29 32 36 39 41 43 47 52 59 62 70 76 81 86 93 99 107 108 115 121 126 127 133
5 8 28 29 32 35 40 41 46 49 53 59 62 70 76 82 90 95 98 105 109 115 120 124 130 133
1 24 28 29 31 34 38 41 43 47 52 61 62 70 76 81 87 93 98 106 108 112 120 126 127 132
3 14 28 29 32 36 40 41 43 47 53 57 62 73 80 81 88 106 109 116 118 123 128 133
2 26 28 30 31 35 40 41 46 50 56 60 66 70 76 83 90 96 99 107 109 114 118 123 130 133
1 24 28 29 31 36 39 41 43 47 52 59 62 70 76 81 87 93 98 106 108 112 121 126 127 133
2 24 27 29 31 35 39 41 43 47 53 59 62 70 76 82 89 94 100 107 108 112 121 126 127 132
4 13 28 30 31 35 40 41 46 49 55 61 66 69 76 82 90 95 99 103 110 115 118 123 130 132
1 23 28 29 32 36 39 41 43 47 52 59 62 71 76 81 87 95 98 106 109 112 121 126 127 133
3 14 28 29 31 35 39 41 43 47 53 59 62 70 76 81 87 93 99 106 109 112 121 126 127 133
6 28 29 32 37 40 41 43 47 52 57 64 67 76 82 90 95 98 106 109 112 118 123 128 133
13 28 29 31 34 40 41 46 51 55 61 66 69 76 82 90 95 99 105 109 112 118 123 128 132
3 10 28 29 32 36 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
1 24 28 29 31 35 40 41 46 50 55 59 66 67 77 84 90 94 100 106 110 113 118 123 129 133
3 11 28 29 32 36 39 41 44 47 53 59 62 70 76 82 86 93 102 106 109 115 120 126 127 132
2 25 28 29 31 35 39 41 44 48 53 60 62 70 76 82 90 93 100 106 109 113 120 126 127 133
3 10 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 18 28 29 31 36 39 41 44 49 53 59 62 70 76 82 87 95 101 105 109 113 120 126 127 132
3 26 28 29 31 35 40 41 46 50 55 61 65 70 76 83 90 96 99 107 109 114 120 124 129 133
5 25 28 29 32 36 39 41 43 47 52 58 62 70 76 82 90 93 100 105 109 115 120 124 127 133
3 19 28 30 32 36 39 41 43 47 52 58 62 70 76 81 91 93 100 105 109 115 120 125 127 133
4 18 28 29 32 33 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
1 24 28 29 31 34 39 41 43 47 52 61 62 70 76 81 87 93 98 106 108 112 121 126 127 132
2 15 27 30 31 34 40 41 46 51 56 61 66 70 75 85 89 95 102 107 109 112 119 123 130 133
4 7 28 29 31 35 39 41 46 51 56 60 65 70 75 82 90 93 100 105 109 115 118 123 130 133
13 27 30 31 34 40 41 46 51 55 61 66 69 76 84 89 95 102 107 109 112 120 123 128 132
17 28 30 32 36 39 41 43 49 54 57 65 70 76 84 91 95 102 103 110 112 118 123 128 133
13 27 30 31 34 40 41 46 51 55 61 66 69 76 84 89 95 102 107 109 112 120 123 130 132
21 28 29 32 36 39 41 44 49 55 58 62 70 76 82 90 95 102 105 120 126 127 133
3 10 28 30 35 39 41 43 47 52 58 62 70 76 81 90 93 100 105 109 115 120 125 127 133
7 28 30 32 36 38 41 46 49 55 58 66 70 75 82 90 93 100 103 110 115 117 122 132
3 17 28 29 31 35 39 41 44 49 53 58 62 70 76 82 87 95 101 105 109 112 120 126 127 133
2 15 27 30 31 35 40 41 46 51 56 61 66 70 75 85 89 95 102 107 109 112 119 123 130 133
3 22 28 29 32 36 39 41 46 49 55 61 64 70 76 82 90 93 98 106 109 113 118 124 129 133
2 24 27 29 31 36 39 41 43 47 53 59 62 70 76 82 89 94 100 107 108 112 121 126 127 132
3 22 28 29 31 35 39 41 46 49 55 61 64 70 76 82 90 95 99 106 109 113 118 124 128 133
3 11 28 29 32 36 39 41 43 47 52 59 62 70 76 81 86 93 100 106 109 116 121 126 127 133
3 14 28 29 31 35 39 41 45 49 55 60 62 70 76 82 87 95 100 105 109 112 120 126 127 132
3 14 28 29 32 36 39 41 43 47 53 59 62 70 76 81 87 93 99 106 109 112 121 126 127 133
3 22 28 29 31 35 39 41 46 49 55 61 65 70 76 82 90 95 99 106 109 113 118 124 129 133
1 24 27 30 31 35 39 41 46 49 55 59 63 70 76 82 89 94 100 107 109 112 121 126 127 133
3 17 28 29 32 36 39 41 44 49 53 57 62 70 76 82 87 95 101 105 109 112 120 126 127 133
3 18 28 29 31 35 39 41 46 49 55 59 66 72 77 85 90 95 99 106 110 113 118 122 128 132
3 10 28 29 32 36 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
5 8 28 29 31 35 40 41 46 49 53 59 62 70 76 82 90 95 98 105 109 115 120 124 130 132
4 13 27 30 31 35 40 41 46 49 55 61 66 69 76 84 89 95 102 107 109 112 120 126 128 132
3 24 28 29 32 33 40 41 44 49 53 58 64 70 76 83 90 95 102 106 109 112 120 125 128 133
5 24 28 29 32 36 40 41 46 49 55 58 66 67 77 84 90 94 100 106 110 113 118 123 129 133
3 11 28 29 32 36 39 41 43 47 52 59 62 70 76 81 86 93 100 106 109 116 121 126 127 133
3 17 28 29 31 35 39 41 44 49 53 58 62 70 76 82 91 93 101 105 109 115 120 125 127 133
3 23 28 29 31 35 39 41 44 48 53 59 62 71 76 82 87 95 98 107 109 112 120 126 127 132
3 18 28 29 32 36 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
3 18 28 29 31 34 39 41 46 49 55 61 66 72 77 85 90 95 99 106 110 113 118 122 128 132
4 17 28 29 32 36 39 41 43 47 53 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 19 28 29 31 36 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 14 28 29 32 36 40 41 43 47 53 57 62 73 80 81 88 106 109 116 118 123 128 133
4 13 28 29 31 35 40 41 46 49 55 61 66 69 76 82 90 95 99 105 109 112 118 123 130 132
3 18 28 29 31 34 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
2 15 27 30 31 35 40 41 46 51 56 61 66 70 75 85 89 95 102 107 109 112 119 123 130 133
3 11 28 29 32 36 39 41 43 47 52 58 62 70 76 81 86 93 100 107 108 112 121 126 127 133
2 15 27 30 32 33 40 41 46 50 56 59 66 70 75 85 89 95 102 107 109 112 119 123 130 132
3 18 28 29 32 35 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
17 28 30 32 36 39 41 43 49 54 57 65 70 76 84 91 95 102 103 110 112 118 123 128 133
8 28 29 32 35 40 41 46 51 55 59 66 70 77 85 90 95 100 105 111 114 117 122 130 132
1 11 28 29 31 35 39 41 44 49 53 59 62 70 76 82 86 93 102 106 109 115 120 126 127 132
12 28 29 32 36 40 41 44 49 53 58 65 70 76 82 92 95 99 106 109 112 120 124 128 133
3 18 27 29 32 35 39 41 43 47 52 59 62 70 76 82 89 93 101 107 108 112 121 126 127 133
2 26 28 29 31 35 40 41 46 50 56 60 66 70 76 83 90 96 99 107 109 114 120 124 130 133
1 11 28 29 31 34 39 41 44 47 52 61 62 70 76 81 86 93 100 106 109 116 121 126 127 132
3 26 28 29 31 35 40 41 46 50 55 61 65 70 76 83 90 96 99 107 109 114 120 124 128 133
6 28 29 32 36 40 41 43 48 53 59 65 72 77 84 90 93 101 106 110 112 118 123 130 133
19 28 30 32 36 40 41 43 49 54 57 65 70 76 84 91 95 102 103 110 112 118 123 128 133
2 25 28 29 31 35 39 41 44 48 53 60 62 70 76 82 90 93 100 107 109 115 120 126 127 133
2 24 28 29 31 35 39 41 43 47 53 59 62 70 76 81 87 93 98 106 109 112 120 126 127 132
3 18 28 29 32 35 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
3 11 28 29 31 35 39 41 44 47 52 59 62 70 76 81 86 93 100 106 109 116 121 126 127 132
4 24 28 29 32 35 40 41 43 47 52 59 62 70 76 81 87 93 98 106 109 112 121 126 127 133
1 26 28 29 31 34 40 41 46 50 55 61 66 70 76 83 90 96 99 107 109 114 120 124 130 133
3 22 28 29 32 36 39 41 46 49 55 61 64 70 76 82 90 95 99 106 109 113 118 124 128 133
3 9 28 29 32 36 39 41 43 47 52 59 62 69 78 81 87 93 98 107 108 112 121 126 127 133
8 28 29 31 35 40 41 46 50 55 60 66 70 77 85 90 95 100 105 111 114 117 122 130 132
3 18 28 29 31 34 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
1 23 28 29 31 34 38 41 44 49 53 59 62 71 76 82 87 95 98 106 109 112 120 124 127 132
3 23 28 30 31 35 38 41 44 48 53 59 63 71 76 82 90 95 98 105 109 112 120 124 128 132
5 18 28 29 32 36 40 41 43 48 55 57 66 72 77 85 90 95 99 106 110 113 118 123 130 133
2 26 27 30 31 35 40 41 46 50 56 60 66 70 77 83 89 93 100 107 109 112 120 123 130 133
4 17 28 29 32 36 39 41 43 47 53 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 10 28 29 31 35 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 18 28 29 31 35 39 41 44 49 53 59 62 70 76 82 87 95 101 105 109 113 120 126 127 132
3 18 28 29 31 35 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
1 23 28 29 32 36 38 41 43 47 52 60 62 71 76 82 87 95 98 105 109 112 120 126 127 133
3 23 28 29 31 35 39 41 44 48 53 59 62 71 76 82 90 95 98 106 109 113 120 126 127 132
6 28 29 32 37 40 41 43 47 52 57 64 67 76 82 90 95 98 106 109 112 118 123 130 133
4 7 28 30 31 35 39 41 46 51 56 60 66 70 75 82 90 93 100 105 110 115 118 122 130 133
2 26 28 30 31 35 40 41 46 50 56 60 66 70 76 83 90 96 99 105 110 113 118 123 130 133
21 28 29 31 34 39 41 44 49 55 59 64 70 76 82 90 95 102 105 120 126 127 132
3 19 28 29 32 36 39 41 43 47 52 58 62 70 76 81 87 93 99 106 109 115 121 126 127 133
3 24 28 29 32 37 40 41 44 49 53 59 66 70 76 83 90 95 102 106 109 112 120 125 130 133
4 8 28 29 32 35 40 41 46 49 53 59 64 70 77 84 90 95 99 106 109 112 118 124 130 132
17 28 30 32 36 39 41 43 49 54 57 65 70 76 84 91 95 102 103 110 112 118 123 128 133
3 17 28 29 31 35 39 41 44 49 53 58 62 70 76 82 87 95 101 105 109 112 120 126 127 133
4 13 27 30 31 35 40 41 46 49 55 61 66 69 76 84 89 95 102 107 109 112 120 126 130 132
1 23 28 29 31 34 39 41 44 49 53 59 62 71 76 82 90 95 98 106 109 113 120 126 127 132
15 28 29 31 35 40 41 46 51 56 61 66 72 74 85 90 95 99 105 110 112 117 122 130 133
4 7 28 29 31 35 38 41 46 49 55 59 65 70 75 82 90 93 100 105 109 115 118 122 130 133
4 24 28 29 32 36 40 41 43 47 52 59 62 67 76 81 90 94 99 106 109 116 120 124 127 133
12 28 29 31 35 40 41 43 48 52 59 62 70 76 82 87 95 99 105 109 112 120 124 127 132
3 22 28 30 32 36 39 41 46 49 55 61 65 67 76 82 90 95 99 106 110 115 118 123 130 133
3 18 28 29 32 35 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
3 24 28 29 32 36 40 41 44 49 53 58 64 70 76 83 90 95 102 106 109 112 120 125 127 133
25 28 29 31 34 39 41 46 49 55 59 64 70 76 82 90 93 100 106 109 115 120 126 128 132
3 18 28 29 31 35 39 41 43 47 52 59 62 70 76 81 87 93 99 106 109 113 121 126 127 133
1 24 28 29 31 35 39 41 46 49 55 59 62 70 76 82 90 95 102 105 109 112 121 126 127 133
4 13 28 29 31 35 40 41 46 49 55 61 66 69 76 82 90 95 98 105 109 112 118 123 129 132
4 20 28 29 32 36 40 41 43 47 55 57 65 70 76 84 90 97 99 107 110 115 118 123 130 133
3 14 28 29 31 35 39 41 43 47 53 59 62 70 76 81 87 93 99 106 109 112 121 126 127 133
3 24 28 29 32 33 40 41 44 49 53 58 64 70 76 83 90 95 102 106 109 112 120 125 127 133
14 27 29 35 39 41 45 49 55 60 62 70 76 82 89 95 100 107 108 112 121 126 127 132
3 11 28 29 32 35 39 41 44 47 54 58 62 70 76 82 87 93 102 106 109 115 120 126 127 133
13 28 29 31 35 40 41 46 51 56 59 66 67 77 85 90 95 102 105 111 112 117 122 130 132
3 18 28 29 31 35 39 41 46 49 55 59 66 72 77 85 90 95 99 106 110 113 118 123 128 132
1 11 28 29 31 35 39 41 44 49 52 59 62 70 76 82 86 93 102 106 109 115 120 126 127 132
