1 20 -21 -23 -28 32 -35 38 -43 -44 -45 60 -69 -77 79 -86 90 96 -98 101
1 13 -30 -31 34 38 39 40 42 -43 -47 54 55 -59 -61 74 -75 90 97 101
9 13 -17 -18 19 -21 -24 -33 -36 -37 -41 -45 -49 57 63 -77 -78 92 100 101
-5 -6 -7 -10 12 -18 -21 -23 -31 -33 55 56 60 -76 -81 87 97 -99 100 101
13 -14 25 -35 -37 40 -47 50 55 -59 60 -67 70 72 79 -81 82 99 100 101
-15 -18 -28 29 32 -35 -44 46 -51 54 55 56 -59 -61 -67 72 -77 -90 -91 101
-7 9 -11 -17 25 38 39 -44 46 -59 -62 -65 -66 -67 71 -76 -93 -95 97 101
-8 -11 13 -14 25 39 -41 -45 -51 -52 53 57 60 -62 -65 87 89 94 100 101
1 3 -5 9 -16 -28 53 -58 -59 60 63 -73 -75 83 84 -91 92 94 -98 101
4 -8 19 22 -28 34 -35 -52 -59 -67 -69 70 -78 -80 84 -86 -90 92 100 101
-11 -14 -16 -26 40 -44 -45 -51 54 -62 -64 -67 -76 -77 -78 -81 83 -86 -89 101
4 -5 -7 -11 -27 48 -58 -61 63 71 72 -73 -75 -81 83 90 -93 -95 96 101
1 -7 12 20 -21 -27 -30 -37 38 48 -49 -51 -66 -67 72 -77 83 88 100 101
1 -6 13 -17 25 -28 29 -31 -41 -59 -67 -68 71 74 -78 83 -84 -96 100 101
4 -17 -18 -23 -31 -43 -47 50 -61 63 72 74 -76 79 -81 86 89 -95 99 101
3 -10 13 19 -24 25 -27 34 48 53 57 -59 -64 -67 87 89 -90 97 -98 101
-5 9 -18 -24 25 -31 -33 -35 -36 39 40 -43 -66 -67 74 -76 -84 -88 -90 101
-8 -11 -18 22 -24 -28 -31 -44 56 60 -62 -66 -69 74 -75 -76 -77 82 85 101
13 -15 19 -27 -33 40 54 55 -58 60 -67 -78 79 -81 -86 91 -92 -96 97 101
3 4 -5 -17 -23 -41 -45 46 56 -66 -67 70 -78 -81 86 87 -90 92 100 101
1 -5 -24 -27 -33 34 -45 46 48 55 56 74 -75 -78 82 89 91 96 97 101
-7 -16 -18 19 25 -31 32 34 -49 55 60 -61 -65 72 82 85 94 -96 99 101
1 -5 13 -14 22 34 -35 38 46 -49 -58 63 -64 -66 70 -75 82 -91 100 101
-2 22 -23 -28 -37 -43 48 -52 54 57 -62 -67 -81 82 -86 -90 91 -94 95 101
-4 15 -17 -22 27 28 31 34 -46 48 -59 -61 64 65 66 -69 -87 -92 -100 102
-2 -18 32 34 -36 -37 -39 41 45 46 51 52 -56 -75 76 -79 -90 91 -93 102
-1 -12 15 -27 -28 -29 36 -43 50 -55 65 -66 69 -80 86 88 -91 97 -98 102
3 6 -9 -22 27 -28 -38 -41 49 53 56 -57 58 -71 79 -87 -89 -91 95 102
6 -8 -15 16 17 18 -25 37 -38 -39 -41 -47 58 -62 66 -70 -85 -86 -87 102
-1 2 -5 -9 12 16 31 -43 45 49 -53 58 75 -77 79 86 -87 -93 -96 102
11 16 -17 -18 29 37 -38 42 46 -47 57 65 68 -69 -87 -90 91 -94 97 102
-2 -6 -20 -26 35 38 45 -47 48 57 -63 -73 -79 -83 86 87 89 91 100 102
-3 -7 -14 19 24 -25 -27 28 -33 -35 36 -48 -51 67 -68 75 -78 79 89 102
3 -4 -8 21 31 32 41 48 -57 60 -62 -63 -68 -69 74 76 79 -84 -100 102
8 15 -17 19 23 30 -31 33 42 44 50 -53 -55 -57 60 71 -73 76 -83 102
-3 -5 -8 -16 -20 -23 -29 -51 -52 53 56 65 72 -75 -76 79 90 91 -94 102
-3 -4 -17 23 25 26 31 -37 -55 -60 68 -71 74 75 78 82 87 -88 96 102
5 12 -13 -30 34 36 38 43 -45 -53 -58 -60 -64 -67 70 78 -89 93 -95 102
-2 10 16 -17 -23 -24 -25 -40 48 52 55 -58 66 -68 77 83 -87 -91 -94 102
2 6 -9 -14 31 -37 -41 -45 -46 47 60 -63 -65 67 82 86 88 -93 97 102
-7 15 -18 20 -30 -38 -42 -50 54 -55 -59 65 -67 70 -73 -85 88 -95 -97 102
-5 -7 14 -26 28 -30 -31 -39 48 -53 -54 55 -60 61 -77 -83 -85 -90 -91 102
2 6 25 -29 30 -31 36 37 38 -41 -46 52 64 69 70 73 74 89 94 102
-2 15 18 22 28 -35 37 -42 51 -57 58 -59 -63 66 72 -77 82 -91 -99 102
7 -9 -12 15 -17 25 32 37 43 46 -58 62 -75 78 81 -86 87 -88 95 102
1 12 32 -35 -36 38 44 47 48 -58 -59 60 -64 65 -67 68 74 -79 98 102
-4 5 12 -15 -22 36 41 42 43 -45 -46 -50 -55 -58 63 65 71 90 94 102
17 -20 23 -25 -31 32 -34 -38 -42 46 50 -60 -64 -68 -73 81 83 87 -98 102
-15 -25 -30 -31 -32 34 35 -39 43 -54 -58 62 71 78 85 89 -90 -92 95 102
-3 -7 -20 -30 31 32 -34 -55 -56 -66 -69 -70 -73 -75 -76 80 -82 -83 -98 102
5 -7 -11 12 20 -22 26 35 36 43 45 -58 64 -65 -67 70 -75 -78 -85 102
14 20 28 29 37 -39 42 -43 -54 -57 58 65 71 -72 -77 78 87 91 99 102
6 -7 8 -27 30 -39 41 47 49 51 -56 -57 58 59 67 69 -75 86 87 102
6 -7 -8 -16 -18 19 -23 -26 34 39 41 56 -61 66 67 -79 -81 88 92 102
-2 -5 11 13 -22 -23 41 -53 55 63 71 -74 75 78 86 -90 93 99 100 102
3 4 8 -12 -14 19 23 26 -31 38 39 -40 44 -45 -56 -57 -82 84 -89 102
-8 13 19 32 -34 44 45 49 60 -61 68 -70 -71 76 -80 -86 89 -94 -96 102
4 5 -6 -10 -16 -17 -21 -24 -29 -30 49 -61 65 -66 -79 80 84 93 -95 102
-2 4 -10 -11 -18 23 27 29 32 37 -43 48 58 70 72 73 83 -90 -91 102
-4 -10 22 24 -25 -26 -34 48 -49 -50 -53 55 -63 -67 -69 80 -87 88 97 102
-1 -4 -7 14 -15 17 23 -27 -37 48 50 -59 62 -68 -76 -89 90 -91 94 102
1 2 9 -11 18 -21 25 35 39 40 41 44 50 -51 57 -74 94 95 98 102
7 -14 -15 -19 25 -30 41 43 54 58 59 62 -74 -75 -78 83 89 -90 94 102
-3 -6 7 16 26 33 -38 -41 45 -51 -55 -56 -63 -69 72 -88 -89 95 99 102
1 5 11 12 13 20 -38 40 -48 52 55 -75 -76 77 -79 80 -82 84 93 102
-3 4 -18 32 35 38 45 47 51 -60 64 -67 -68 76 84 -85 94 96 -97 102
2 -7 -13 -14 21 -22 -23 27 -37 -41 45 46 58 67 68 -71 75 88 -95 102
6 -8 -14 -36 -43 45 57 58 -60 61 -64 -66 -69 -73 75 -78 79 -84 93 102
-3 4 -7 10 -14 -21 -23 -27 38 -48 54 58 64 -66 73 80 -82 -83 97 102
-6 11 -16 19 26 -33 35 36 39 -53 -59 -60 69 70 -75 77 -83 84 100 102
-5 14 18 21 22 -43 -44 -47 55 -56 -57 -58 61 -69 -73 -80 -87 89 97 102
5 16 19 -23 29 -31 35 -46 52 60 -61 72 73 -75 -88 91 96 99 100 102
1 -3 -4 6 -12 -13 25 32 34 41 -56 64 65 66 69 74 78 -92 99 102
-3 6 11 -17 19 32 35 -36 37 38 45 48 56 -65 66 67 -69 -75 -92 102
-1 7 -8 10 -23 27 43 46 -62 68 -69 70 74 -76 84 -88 -95 -96 -99 102
-3 -7 15 19 32 37 38 40 55 57 -60 -61 67 77 -79 -82 84 86 100 102
-1 8 -12 -15 -16 -18 19 -28 -35 40 44 45 62 70 -74 -77 85 87 96 102
-16 19 -25 32 -41 -45 49 50 55 -59 60 61 -67 68 71 72 73 80 -87 102
2 17 -20 -24 -25 26 -27 -38 -44 67 -73 76 -77 79 83 92 96 99 -100 102
7 -9 12 16 -34 39 -43 60 -61 -63 -65 67 -71 -79 -82 -83 -85 -89 -95 102
22 -23 30 31 34 36 43 44 48 -49 52 -60 -68 71 -76 -85 87 -99 100 102
1 -5 8 18 -20 -31 33 -38 -40 -42 43 51 57 -67 -68 -81 91 -94 -99 102
1 -4 -29 31 38 43 -45 54 -60 66 71 73 77 78 84 -85 86 -90 -100 102
1 6 -21 -25 27 -28 -31 -38 44 -49 -56 -57 74 -75 -80 81 -84 91 -100 102
6 -15 23 32 34 -35 -37 -40 42 -51 -70 74 81 83 -84 86 -89 -90 91 102
-2 -3 5 14 15 -21 25 32 39 -55 -56 71 73 -74 -78 80 -82 -89 98 102
-1 5 6 -10 -23 31 -43 -51 -58 65 -68 71 72 -75 -80 85 -87 -88 -90 102
-5 -9 11 -15 -21 -37 43 -50 -55 -59 -60 63 65 75 -81 82 -86 89 97 102
7 -13 15 -19 22 -34 36 -45 -47 51 -52 -54 -56 58 64 69 70 81 -87 102
2 -9 12 -18 -22 27 -30 -33 35 -40 -45 -48 49 -56 -58 69 -83 -88 -96 102
2 10 12 -20 22 -25 -28 42 49 -55 -58 -64 68 -72 75 -78 82 -91 -92 102
-5 7 -16 23 -25 27 -29 38 -41 -42 -43 47 59 62 72 -76 -83 -91 94 102
-9 -16 -19 27 -30 -32 -38 41 46 55 56 -57 59 61 67 70 -72 -85 -95 102
-23 -45 -46 51 -65 67 -69 73 75 77 80 -83 -85 -87 -95 97 -98 -99 100 102
14 15 -28 -31 38 43 46 -55 -56 58 63 -69 70 -74 -75 78 -81 -93 99 102
7 8 -9 19 -34 39 -46 51 -56 58 -74 -76 -83 -91 -92 93 94 -97 99 102
12 16 -22 25 26 28 30 52 -54 61 64 67 -69 -71 -75 -76 -80 81 -90 102
12 -13 -20 -21 24 26 -29 -31 33 37 41 48 51 57 58 73 -75 84 -100 102
4 6 -14 22 -26 -29 -44 48 49 -56 59 -61 68 -72 -75 -79 88 -93 -94 102
3 5 -6 -14 15 -20 33 34 46 50 -55 -63 64 -69 71 -77 -83 88 97 102
3 -13 14 -26 28 -33 39 43 -47 49 54 -57 -62 68 -69 73 85 90 -97 102
-5 -8 15 -18 -19 20 -21 33 -37 -47 -50 -51 -55 80 83 -84 87 -90 -95 102
4 -5 -8 -17 18 -20 22 28 -40 -46 -51 63 -68 73 80 -84 87 93 -99 102
3 11 -12 -13 -19 42 -43 -45 61 62 65 -68 69 -75 -79 -82 87 88 -100 102
3 7 -10 16 26 -27 -29 -32 42 47 48 -53 55 70 72 -75 80 82 98 102
1 -2 -3 11 -12 -13 17 -20 -38 39 -41 42 -43 -45 60 -66 -72 -76 79 102
-10 -12 -14 -16 -22 24 -27 38 39 43 -47 -58 -65 74 -79 -82 83 -84 -90 102
2 8 -9 18 22 -23 30 -31 38 -42 45 -47 53 60 -61 71 81 -84 -92 102
-1 3 -12 16 -17 25 28 32 -40 -45 57 72 -74 79 -80 84 -87 88 -93 102
-5 10 -12 17 -19 -20 -22 27 43 44 47 53 55 -61 62 -84 87 -88 -100 102
-6 7 -8 -24 30 40 -44 -46 51 54 -58 62 -71 -73 78 81 85 91 98 102
2 -12 14 -32 39 44 53 -54 -55 -58 61 65 -72 -76 78 -82 -84 88 95 102
-4 9 19 -21 -39 -44 -46 -49 -58 62 69 72 -74 78 -81 89 93 -94 97 102
-7 -12 15 -16 19 29 -31 -32 -36 39 -41 44 -51 -59 -63 74 -83 -92 -93 102
3 4 5 17 23 -24 27 32 -34 41 -55 -58 -67 -71 -75 79 83 89 -100 102
4 -13 -18 -20 27 -31 -32 36 -37 42 -56 63 64 -69 75 -77 83 91 95 102
14 -15 16 22 26 30 -32 -34 -35 -44 48 -51 53 -65 -66 -69 -72 -82 83 102
-3 7 -13 -24 25 29 30 -46 55 -56 -59 63 75 76 -84 85 -87 -93 96 102
5 -12 -14 15 -18 21 22 -26 -29 38 -41 60 61 -62 66 -74 84 91 94 102
-3 5 -12 -13 17 -37 46 -54 -57 -60 -61 64 -77 -81 82 -86 -95 96 -99 102
-3 8 20 -22 34 35 37 38 -39 48 65 -75 76 -80 -84 -86 -89 95 -98 102
-2 3 8 14 -15 -16 17 -28 32 -33 -39 41 -54 -56 67 68 70 -74 84 102
-2 -6 7 20 21 -23 28 -30 -32 50 52 -56 -62 -64 -67 68 78 -88 -93 102
-5 -7 13 -19 -22 24 30 -37 -40 -53 -63 69 73 77 -81 -90 91 -96 99 102
