-5 21 25 27 -32 -34 38 42 44 55 -60 62 63 -64 77 85 -86 88 98
-6 -14 17 19 21 25 34 -38 -39 -42 47 -60 65 71 75 -84 86 94 -96
1 2 4 7 19 -24 -36 40 43 -47 48 53 -59 -60 63 -71 -72 -88 -97
-1 -3 7 -18 -22 26 -27 29 35 -39 -45 53 -60 -65 70 78 81 83 -92
1 7 -8 -11 -21 -28 33 35 36 44 46 48 49 65 -79 -84 86 89 99
2 3 4 -15 -17 -29 -35 40 45 49 -53 58 -59 70 -76 80 -81 84 96
-1 3 -8 25 27 32 -39 44 46 53 -56 -59 68 -71 76 -78 -81 88 90
9 11 -13 22 24 28 40 -41 44 -47 -50 52 57 58 60 62 81 90 -96
1 -12 -15 -16 -17 22 26 -27 -33 38 44 -45 -49 -53 -61 -75 -89 97 -99
-10 -12 24 30 -31 35 38 -40 -41 -44 45 -47 51 52 -65 76 85 -90 91
2 8 -16 19 23 -27 -31 -33 -39 55 -58 62 71 77 78 80 82 83 -96
-1 4 7 -12 21 26 -27 32 -56 -59 -64 66 -72 73 84 -88 93 94 95
-8 20 -22 27 31 -34 -36 38 40 -43 -51 56 64 72 78 81 82 85 -94
-4 -5 10 14 -18 23 24 -27 -35 44 63 67 -70 71 81 -83 -90 -97 100
3 -4 -7 8 18 -29 32 -35 39 49 50 -57 68 -74 -79 -85 -91 94 98
-3 5 -6 8 -10 17 23 -29 -32 56 -61 -63 -68 79 86 87 -93 96 -99
5 -14 -16 43 45 -50 55 56 66 68 -71 -72 79 -84 86 -89 -94 97 -99
-1 8 13 15 17 -20 21 -30 66 70 75 -77 79 -87 -88 91 93 96 -99
11 16 -17 -20 -34 -39 -42 -45 -47 -49 51 -54 -61 62 -68 -79 -82 83 100
-4 6 9 -10 -12 17 19 33 -39 -43 45 51 -58 60 -65 -74 -75 -88 95
2 16 26 28 33 -35 -38 39 -44 -46 -47 51 53 56 62 -63 -77 -79 80
-1 -5 -16 -19 -27 -28 29 31 39 -44 46 75 76 -86 -88 89 -91 95 96
-2 9 13 17 -18 -29 -34 38 -41 43 46 -48 50 56 57 61 -73 82 -85
-6 14 -15 21 -24 29 30 34 37 44 -49 -53 -56 -65 69 -73 -96 -97 -100
-6 8 -14 -20 -28 -33 53 64 66 -69 70 -75 -80 -81 -85 86 87 88 -98
-6 14 16 19 -22 29 -32 33 -36 -37 40 48 54 67 -77 80 81 89 -90
-6 7 11 -19 32 40 -46 -49 -50 -52 54 -59 -62 -73 -78 79 -81 -87 -94
-4 6 -8 10 -15 -29 -32 -33 -41 42 -45 49 52 -73 -74 78 79 87 99
-5 6 -8 -12 13 17 25 26 30 -37 -38 40 52 55 -65 -71 72 -83 94
1 4 11 12 -14 17 26 -34 37 49 50 -51 53 64 76 -78 -93 94 -98
-1 -2 23 30 -31 36 -41 -56 57 -67 69 71 -73 -79 82 -83 -84 -88 91
7 12 18 -19 35 43 -44 -46 -48 50 69 71 -72 78 -79 -85 92 -97 -98
2 -5 6 14 23 -29 30 32 35 41 43 -45 -48 -53 62 71 -73 80 -93
-2 -4 6 8 13 16 28 -35 -37 39 -41 -56 -63 66 -79 -89 94 95 96
4 6 16 17 26 -45 51 52 56 57 -62 63 -65 70 78 80 -87 -88 98
-1 -7 11 -25 26 -30 31 -32 37 -38 -59 60 -68 -70 72 75 -78 79 -97
2 -3 -5 12 -24 -25 28 40 -44 50 -52 -60 -66 -68 69 -73 92 -98 -100
14 18 -29 44 53 56 57 58 66 -68 74 -78 79 -86 88 -91 -92 -96 -100
-6 -9 -12 14 -15 -19 -23 25 56 60 -62 64 -65 75 -82 88 93 -94 -99
-2 8 11 14 24 27 28 -33 -40 -44 -45 -51 54 73 75 83 -87 -96 98
2 -4 6 10 15 -17 21 28 -49 -52 -56 59 -62 63 -68 79 -80 -86 93
5 7 -16 17 -19 -21 -23 -35 39 -40 44 -46 54 61 -79 90 93 94 100
1 -3 -4 -9 -29 32 -33 -36 -44 -50 -59 70 73 -77 79 86 -91 -95 -100
1 -3 4 12 15 -19 -22 24 -25 27 -28 41 61 67 -79 80 -85 93 100
3 8 -13 -15 -30 -42 49 -52 -54 57 -63 69 71 -74 -76 -79 80 -88 -100
-2 3 12 -18 19 21 27 43 -54 -56 -62 73 -76 78 -79 81 -85 -93 95
10 11 16 -19 -28 29 -40 42 50 -53 63 -66 -69 80 83 90 -94 95 99
