9 12 13 -14 -30 32 42 -44 50 54 55 -68 70 74 -75 -81 86 92 96
3 -17 -18 19 -21 -23 -27 -30 34 -37 -51 -64 72 -73 79 -80 -84 -86 -99
3 -8 -17 -21 -26 -30 -31 34 -36 -44 57 63 -64 -68 -80 -84 -87 89 -95
1 -11 -26 34 -36 -37 39 -49 53 54 -62 -68 70 -76 -78 -90 92 -95 97
-2 -8 -23 25 32 -33 -37 -47 50 53 57 -59 -69 -78 94 95 -98 99 100
1 -8 9 -11 -16 -24 -28 -37 38 -41 56 60 -68 79 -84 85 -90 92 -95
9 12 -17 -21 -28 -30 38 42 -45 46 -47 -62 -69 71 -76 -81 -93 94 -98
3 -6 9 -10 12 -17 19 20 -23 -37 -43 -47 -51 53 56 -65 70 -73 -81
1 -21 -24 25 -26 -28 -33 34 -37 55 -62 70 71 72 83 94 95 97 100
4 -5 -8 -11 -16 -37 40 -43 -49 54 56 -65 72 -73 74 -78 85 89 97
12 -14 19 22 -23 -30 -33 50 53 54 56 57 -58 -61 -68 -80 89 -91 -92
-8 13 -17 -18 -28 32 34 39 -44 46 -51 56 -61 -66 -67 -75 -84 -93 -96
3 -7 -10 20 -21 -30 -36 -43 -52 54 -64 -68 -76 -84 -91 94 -95 -99 100
-2 -15 -18 19 -28 -31 -35 40 -51 54 -58 -61 -67 -68 -69 70 71 -78 100
13 -14 -21 -27 -30 34 39 -47 50 54 57 60 -69 74 82 86 -90 -93 96
-31 34 -37 40 46 -47 54 57 -58 -59 -62 -68 -73 74 -76 -78 85 91 97
-2 -8 -17 22 -28 -31 34 38 -41 -43 -49 54 -58 -61 -62 82 85 90 100
-6 -15 -28 32 38 -45 46 -49 -52 63 -65 71 -76 -78 -89 -90 -96 97 100
-5 -14 19 -23 -24 32 38 46 56 -59 -61 -66 -67 -69 -77 -81 85 -88 -91
4 13 20 -23 25 -26 -31 -45 -52 57 -61 -66 70 -75 -77 87 -91 94 99
1 -2 -6 -7 -14 -16 -18 19 20 -30 46 55 74 -75 -77 -84 85 91 -99
-2 -14 -15 -17 -18 20 -24 29 38 -51 63 -64 -69 72 -81 83 87 -91 -95
3 -7 -21 22 29 -31 -33 48 55 57 -64 72 79 -80 -81 87 -88 95 -96
3 25 -26 -30 -35 38 40 42 -49 60 63 -66 70 -75 83 84 85 91 -98
4 -6 -8 -10 -14 20 -24 25 -27 29 34 -41 60 -62 -66 -80 91 -95 100
4 -8 13 -18 20 22 -26 -27 -33 -36 39 46 -47 63 74 -75 -76 82 100
1 -7 12 13 -14 25 -27 34 39 -43 -44 -58 70 71 79 85 89 -98 99
4 -6 -10 22 -28 34 -35 39 -44 -45 -47 48 -65 -69 82 -94 -95 99 100
-2 -5 -6 -16 -27 29 39 -45 -47 48 -51 54 -58 -64 -66 -68 -69 74 -84
9 12 19 -21 -24 -28 29 -30 -31 40 42 -43 -44 -47 -49 53 -73 -78 86
-2 -24 -27 -37 39 -49 -51 60 -61 -66 -67 70 71 72 74 -92 -93 95 -98
1 4 -21 -33 -37 38 -47 -58 -59 60 71 -73 -75 -76 -77 -81 82 -86 -93
-6 -7 22 -28 -37 38 -49 -52 57 -58 -59 -66 -80 -81 82 85 -90 -98 100
4 -8 -10 13 -15 -26 34 39 -43 -51 -52 -59 -62 63 -65 70 -75 -77 -96
4 12 -18 20 -24 -28 34 -37 -43 -44 -49 -62 -64 -65 -67 -69 70 72 -73
3 4 -6 -14 -18 19 -21 -27 34 38 40 42 -51 54 -64 -77 85 -92 -95
9 29 32 -36 -37 39 -43 -45 46 48 -49 56 -61 -62 70 71 82 -86 -98
3 -24 25 -33 -35 38 40 -52 57 -58 -62 -68 -69 71 79 82 87 -93 100
-6 -8 -10 -17 -23 -27 29 -35 42 -45 46 -58 -61 71 -78 82 96 97 -99
-2 19 20 -28 40 42 -47 48 60 -61 63 -65 -66 70 71 -78 -81 88 -90
-5 -18 29 -33 34 -37 39 -43 -51 53 54 -59 60 -66 -73 -77 -84 -91 -94
3 4 9 13 20 -23 -31 -35 38 40 -41 46 54 56 -58 63 -73 89 94
-15 19 -21 -23 -27 -28 29 -30 -33 42 -43 53 54 -66 -73 -77 -89 -96 97
-7 -14 -18 22 -24 -27 -31 -33 -36 39 40 -41 50 54 55 -62 85 92 -93
1 4 20 -23 -26 32 34 -47 48 50 54 60 -66 -68 -69 -78 83 -90 100
-2 3 -7 9 13 -21 -24 -30 -31 34 -44 -52 -62 -69 -75 -78 82 -91 -92
-2 -8 12 -26 -37 -45 -49 53 54 -58 -64 -65 -66 70 72 74 83 88 -98
4 -15 29 -30 -31 32 34 -36 -41 -45 -62 -65 72 -75 -77 79 -88 92 100
3 -7 -8 9 29 -33 38 39 -45 57 -59 60 -64 -78 79 -81 83 -86 -91
-2 3 -5 -7 -8 -15 19 32 40 50 -58 -69 70 -77 87 -88 -94 -98 100
4 -8 20 -24 39 -43 -44 -47 48 -51 53 55 60 -62 -64 -69 72 -77 -84
-14 -17 -18 22 32 -35 -37 39 -44 -51 -58 -59 -64 -84 87 -88 -91 -93 -95
1 -8 -15 -31 -41 -44 46 -49 56 57 -62 63 -64 -78 -84 -88 92 94 97
-5 -11 -15 -17 20 -23 25 -31 34 -43 -44 53 70 79 82 -88 -92 94 -99
-2 3 4 -6 -10 12 29 -30 48 53 -58 -62 -65 -67 -76 -78 83 -86 -96
1 -7 22 -23 25 -26 34 -37 40 -47 50 53 -59 -62 -64 -67 -78 -81 88
-2 -11 12 -26 -33 -35 39 -41 48 -51 -61 63 -67 -77 -84 85 -89 -90 94
-18 20 22 -26 29 -30 38 -44 54 55 56 -61 -68 -73 -77 82 89 -94 -96
-5 -6 -18 -26 -33 -36 -37 38 40 48 -51 -65 -69 70 71 -77 89 95 -96
-7 12 -21 22 -33 -35 39 42 48 50 57 -58 -62 -64 -75 -81 -86 -92 -98
-2 4 -6 -11 12 20 -23 38 -51 55 60 63 -68 -69 74 -75 -90 91 -92
1 12 -27 40 -45 57 -59 -64 -66 -68 -69 71 -80 -81 83 88 -93 94 99
